ID,IUPACName,SMILES,CoreSMILES,State,InChIKey,E0(VvsSHE),G_solv
106,,O=C(O)C1=C(C(=O)O)C(C(=O)O)=C2C(=O)C(C(=O)O)=C(C(=O)O)C(C(=O)O)=C2C1=O,O=C1C=CC=C2C(=O)C=CC=C12,Oxidized,HGEZPRXEKRCNKR-UHFFFAOYSA-N,0.9,-25.75
107,,O=C1C=CC(C(F)(F)F)=C2C(=O)C=CC=C12,O=C1C=CC=C2C(=O)C=CC=C12,Oxidized,JNSPLOPPAKQOAC-UHFFFAOYSA-N,0.9,-80.1
108,,O=C1C=C([N+](=O)[O-])C=C2C(=O)C=CC=C12,O=C1C=CC=C2C(=O)C=CC=C12,Oxidized,KQPHJMQAFMMQIB-UHFFFAOYSA-N,0.9,-46.7
109,"3,5-dioxonaphthalene-2-carboxylic acid",O=C(O)C1=CC2=CC=CC(=O)C2=CC1=O,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,QLSVRUDYYYYQQY-UHFFFAOYSA-N,0.9,-50.57
110,,N#CC1=CC(=O)C=C2C(=O)C=CC=C12,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,SDBNRLJQSGZWKX-UHFFFAOYSA-N,0.9,-90.3
111,,O=C1C=Cc2c(P(=O)(O)O)c3c(cc2=C1)C(=O)C=CC=3,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,SNIKKXHXXHUWEK-UHFFFAOYSA-N,0.9,-11.46
112,,O=C1C=Cc2c(C(F)(F)F)c3c(cc2=C1)C=CC(=O)C=3,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,WRKKIPRECMTAAD-UHFFFAOYSA-N,0.9,-50.19
113,,O=C1C(=O)C([SiH3])=c2c([SiH3])c([SiH3])c([SiH3])c([SiH3])c2=C1[SiH3],O=C1C=c2ccccc2=CC1=O,Oxidized,XVWLWFWKEUYOPP-UHFFFAOYSA-N,0.9,-154.07
114,"3-chlorocyclohexa-3,5-diene-1,2-dione",O=C1C=CC=C(Cl)C1=O,O=C1C=CC=CC1=O,Oxidized,YXNXDWBQKZVHCM-UHFFFAOYSA-N,0.9,-35.27
115,,N#CC1=CC(=O)c2cc3c(cc2=C1)C=CC(=O)C=3,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,ZPQOOYIDNBPRFE-UHFFFAOYSA-N,0.9,-29.44
116,,C=CC1=c2c(C=C)c3c(C=C)c(C=C)c(C=C)c(C=C)c3c(C=C)c2=C(C=C)C(=O)C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,ZXELJENMYBQMLF-UHFFFAOYSA-N,0.9,-49.99
117,,O=C1C=CC2=C(C(=O)O)C=CC(=O)C2=C1,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,FPMZMALERLMQQB-UHFFFAOYSA-N,0.91,-46.52
118,,O=C1C=CC2=CC=C(C(F)(F)F)C(=O)C2=C1,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,GRHCSUZNRUVYQE-UHFFFAOYSA-N,0.91,-208.86
119,,N#CC1=CC=C2C(=O)C=CC=C2C1=O,O=C1C=CC=C2C(=O)C=CC=C12,Oxidized,KPZXLYIJHTYUGO-UHFFFAOYSA-N,0.91,-203.41
120,,O=C1C2=C([N+](=O)[O-])c3c(c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c3[N+](=O)[O-])C(=O)C2=C([N+](=O)[O-])C([N+](=O)[O-])=C1[N+](=O)[O-],O=C1C=CC=C2C(=O)c3ccccc3C=C12,Oxidized,NBHLSKKLLHMZEV-UHFFFAOYSA-N,0.91,-25.43
121,,O=C(O)C1=C2C(=O)C=CC=C2C(=O)C=C1,O=C1C=CC=C2C(=O)C=CC=C12,Oxidized,QPOPYAXXBFIKTD-UHFFFAOYSA-N,0.91,-29.99
122,,O=C(O)C1=C(C(=O)O)C(C(=O)O)=c2c(C(=O)O)c3c(c(C(=O)O)c2C1=O)=C(C(=O)O)C(C(=O)O)=C(C(=O)O)C3=O,O=C1C=CC=c2cc3c(cc21)=CC=CC3=O,Oxidized,UAIPUPJUFCKNKD-UHFFFAOYSA-N,0.91,-25.29
123,,Nc1ccc2c(c1)=CC(=O)C(=O)C=2,O=C1C=c2ccccc2=CC1=O,Oxidized,VLDUPVLSIOHWNN-UHFFFAOYSA-N,0.91,-42.26
124,,O=C1C=Cc2c([N+](=O)[O-])c3c(cc2=C1)C=CC(=O)C=3,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,VYHOVZDVJXZNBE-UHFFFAOYSA-N,0.91,-74.89
125,,O=C1C(P(=O)(O)O)=C2C(=O)C(P(=O)(O)O)=C(P(=O)(O)O)C(P(=O)(O)O)=C2C(P(=O)(O)O)=C1P(=O)(O)O,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,ZLBHBWCOKXHDRM-UHFFFAOYSA-N,0.91,-39.04
126,,O=C1C(C(F)(F)F)=C2C(=C(C(F)(F)F)C(=O)C(C(F)(F)F)=C2C(F)(F)F)C(C(F)(F)F)=C1C(F)(F)F,O=C1C=CC2=CC(=O)C=CC2=C1,Oxidized,BKTWISLFKZDMLJ-UHFFFAOYSA-N,0.92,-79.17
127,,O=C1C=CC2=CC(=O)C=C([N+](=O)[O-])C2=C1,O=C1C=CC2=CC(=O)C=CC2=C1,Oxidized,DNODSJQROKGMFP-UHFFFAOYSA-N,0.92,-49.66
128,,O=C1C=c2cc3c(cc2C=C1S(=O)(=O)O)=CC=CC3=O,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,HRBWJJDYPPMPRP-UHFFFAOYSA-N,0.92,-32.96
129,"2,6-dioxonaphthalene-1-carbonitrile",N#CC1=C2C=CC(=O)C=C2C=CC1=O,O=C1C=CC2=CC(=O)C=CC2=C1,Oxidized,JTIDNXNUKKGDFO-UHFFFAOYSA-N,0.92,-68.22
130,,O=C1C=CC2=C([N+](=O)[O-])C=CC(=O)C2=C1,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,LQNASMWLRLIDQG-UHFFFAOYSA-N,0.92,-29.3
131,,O=C1C=CC2=CC=C(S(=O)(=O)O)C(=O)C2=C1,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,NGFZRTJRWXLXGJ-UHFFFAOYSA-N,0.92,-5.38
132,"methyl 3,4-dioxocyclohexa-1,5-diene-1-carboxylate",COC(=O)C1=CC(=O)C(=O)C=C1,O=C1C=CC=CC1=O,Oxidized,QXPVPJZBCOUABK-UHFFFAOYSA-N,0.92,-21.62
133,"4-(trifluoromethyl)cyclohexa-3,5-diene-1,2-dione",O=C1C=CC(C(F)(F)F)=CC1=O,O=C1C=CC=CC1=O,Oxidized,SLVJFJMQJYCWFK-UHFFFAOYSA-N,0.92,-83.76
134,,CC1=c2c(C)c3c(C)c(C)c(C)c(C)c3c(C)c2=C(C)C(=O)C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,VYKQRGLFAGPDDN-UHFFFAOYSA-N,0.92,-42.07
135,,O=C1C=CC(P(=O)(O)O)=CC1=O,O=C1C=CC=CC1=O,Oxidized,YFNHFVMYBAHNDA-UHFFFAOYSA-N,0.92,-29.02
136,,O=C1C=CC=C2C=CC(=O)C(C(F)(F)F)=C12,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,AANWZEDVAJIULJ-UHFFFAOYSA-N,0.93,-37.93
137,"3-(trifluoromethyl)cyclohexa-3,5-diene-1,2-dione",O=C1C=CC=C(C(F)(F)F)C1=O,O=C1C=CC=CC1=O,Oxidized,AGJJGCDVKYJQGC-UHFFFAOYSA-N,0.93,-53.8
138,,N#CC1=CC(=O)C2=CC(=O)C=CC2=C1,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,DJVRDWJDKFPANC-UHFFFAOYSA-N,0.93,-23.67
139,"3,4-dioxocyclohexa-1,5-diene-1-carboxylic acid",O=C(O)C1=CC(=O)C(=O)C=C1,O=C1C=CC=CC1=O,Oxidized,DTNCPPNQMPSEJC-UHFFFAOYSA-N,0.93,-57.23
140,,CN(C)C1=c2cc3ccccc3cc2=CC(=O)C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,GRCTZSSBQSNYQG-UHFFFAOYSA-N,0.93,-88.13
141,"methyl 3,6-dioxocyclohexa-1,4-diene-1-carboxylate",COC(=O)C1=CC(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,LSFYMYHEOPWITI-UHFFFAOYSA-N,0.93,-26.25
142,,N#CC1=c2cc3c(cc2C=CC1=O)=CC=CC3=O,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,MWLGTNXWNLXUNH-UHFFFAOYSA-N,0.93,-32.93
143,,N#Cc1c2c(cc3c1=CC(=O)C=C3)=CC(=O)C=C2,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,PILPQZGEBREQDE-UHFFFAOYSA-N,0.93,-77.08
144,,O=C1C=CC2=C(P(=O)(O)O)C=CC(=O)C2=C1,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,QCZNWEOCDRYXEE-UHFFFAOYSA-N,0.93,-48.76
145,,N#CC1=c2cc3c(cc2C=CC1=O)=CC(=O)C=C3,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,RWPPURSIUKAJOF-UHFFFAOYSA-N,0.93,-28.89
146,,O=C1C=CC2=C(C(F)(F)F)C=CC(=O)C2=C1,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,WGRMWTSIVOCOSG-UHFFFAOYSA-N,0.93,-44.99
147,,N#CC1=C2C=CC(=O)C=C2C(=O)C=C1,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,XVKUJGCPFNFRBW-UHFFFAOYSA-N,0.93,-40.04
148,,N#CC1=C(C#N)c2c(c(C#N)c3c(C#N)c(C#N)c(C#N)c(C#N)c3c2C#N)C(=O)C1=O,O=C1C=Cc2cc3ccccc3cc2C1=O,Oxidized,AXTNXGUSCICSRS-UHFFFAOYSA-N,0.94,-61.77
149,,N#CC1=C2C(=O)C=CC=C2C(=O)C=C1,O=C1C=CC=C2C(=O)C=CC=C12,Oxidized,IQWZIEZOENIWJT-UHFFFAOYSA-N,0.94,-63.41
150,,O=CC1=C(C=O)c2c(C=O)c(C=O)c(C=O)c(C=O)c2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,JLZJFYVJLLOAGA-UHFFFAOYSA-N,0.94,-109.85
151,,O=C1C=Cc2c(S(=O)(=O)O)c3c(cc2=C1)C=CC(=O)C=3,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,OCXSTKVLKRYGAF-UHFFFAOYSA-N,0.94,-75.52
152,,CN(C)c1ccc2cc3c(cc2c1)=CC(=O)C(=O)C=3,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,OHHKXKHJKUASRJ-UHFFFAOYSA-N,0.94,-48.5
153,"3,4-dioxocyclohexa-1,5-diene-1-sulfonic acid",O=C1C=CC(S(=O)(=O)O)=CC1=O,O=C1C=CC=CC1=O,Oxidized,WALCUXATDQAOIH-UHFFFAOYSA-N,0.94,-41.77
154,,COC(=O)C1=C(C(=O)OC)C(C(=O)OC)=c2c(C(=O)OC)c3c(c(C(=O)OC)c2C1=O)=C(C(=O)OC)C(C(=O)OC)=C(C(=O)OC)C3=O,O=C1C=CC=c2cc3c(cc21)=CC=CC3=O,Oxidized,WFKMZIDFIZRTCP-UHFFFAOYSA-N,0.94,-55.33
155,,O=Cc1c2c(cc3c1=CC(=O)C=C3)=CC(=O)C=C2,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,ZVSROXVUCOHYBL-UHFFFAOYSA-N,0.94,-67.28
156,,O=C1C([N+](=O)[O-])=C2C(=O)c3c(c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c3[N+](=O)[O-])C([N+](=O)[O-])=C2C([N+](=O)[O-])=C1[N+](=O)[O-],O=C1C=CC2=Cc3ccccc3C(=O)C2=C1,Oxidized,BBTFTUXBQYUOBI-UHFFFAOYSA-N,0.95,-51.82
157,,O=C1C([N+](=O)[O-])=C([N+](=O)[O-])C(=O)c2c1c([N+](=O)[O-])c1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1c2[N+](=O)[O-],O=C1C=CC(=O)c2cc3ccccc3cc21,Oxidized,BHYHUUVZYJWLTN-UHFFFAOYSA-N,0.95,-38.76
158,"3,4-dioxocyclohexa-1,5-diene-1-carbaldehyde",O=CC1=CC(=O)C(=O)C=C1,O=C1C=CC=CC1=O,Oxidized,DELHPZFPVWUYJD-UHFFFAOYSA-N,0.95,-32.21
159,,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3C(F)(F)F,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,IRFSYKDVPIICTF-UHFFFAOYSA-N,0.95,-197.14
160,,C=CC1=c2c(C=C)c(C=C)c(C=C)c(C=C)c2=C(C=C)C(=O)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,JEJAFOHNJLZBND-UHFFFAOYSA-N,0.95,-26.78
161,,O=C(O)C1=c2c(C(=O)O)c3c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c3c(C(=O)O)c2=C(C(=O)O)C(=O)C1=O,O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,MEEZMULKGSZFQN-UHFFFAOYSA-N,0.95,-24.14
162,,O=CC1=C(C=O)C(C=O)=C2C(=O)C(C=O)=C(C=O)C(C=O)=C2C1=O,O=C1C=CC=C2C(=O)C=CC=C12,Oxidized,NOKTXEJPDUUHKH-UHFFFAOYSA-N,0.95,-21.45
163,"5,6-dioxocyclohexa-1,3-diene-1-sulfonic acid",O=C1C=CC=C(S(=O)(=O)O)C1=O,O=C1C=CC=CC1=O,Oxidized,QCPBWINFMLTGJV-UHFFFAOYSA-N,0.95,-26.49
164,,O=C1C=CC2=C(C(F)(F)F)C(=O)C=CC2=C1,O=C1C=CC2=CC(=O)C=CC2=C1,Oxidized,RMOBZSSTOSGVCR-UHFFFAOYSA-N,0.95,-36.97
165,,O=C1C=Cc2cc3c(cc2=C1C(F)(F)F)C(=O)C=CC=3,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,VVYODLXYNJVZEH-UHFFFAOYSA-N,0.95,-25.49
166,,CN(C)C1=c2ccccc2=CC(=O)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,WFYYOWIISWTNSC-UHFFFAOYSA-N,0.95,-45.23
167,"3,4-dioxocyclohexa-1,5-diene-1-carbonitrile",N#CC1=CC(=O)C(=O)C=C1,O=C1C=CC=CC1=O,Oxidized,YXBJVYOQFQQNAV-UHFFFAOYSA-N,0.95,-58.34
168,,N#CC1=CC=C2C=CC(=O)C=C2C1=O,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,LFUOMHFAWBHWPS-UHFFFAOYSA-N,0.96,-47.4
169,,O=C(O)C1=CC=C2C(=O)C=CC=C2C1=O,O=C1C=CC=C2C(=O)C=CC=C12,Oxidized,MRLUHVRYABKRKW-UHFFFAOYSA-N,0.96,-92.93
170,,O=C1C=CC=C2C=CC(=O)C([N+](=O)[O-])=C12,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,QCVMZROYRLYLTJ-UHFFFAOYSA-N,0.96,-24.59
171,,O=C1C=c2ccccc2=C(S)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,QPMRHGAJYFJLNC-UHFFFAOYSA-N,0.96,-76.95
172,,O=C1C=Cc2cc3c(cc2=C1S(=O)(=O)O)C(=O)C=CC=3,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,VFCAYIHEQZWUSJ-UHFFFAOYSA-N,0.96,-12.3
173,,O=C1C=Cc2c(P(=O)(O)O)c3c(cc2=C1)C=CC(=O)C=3,O=C1C=Cc2cc3c(cc2=C1)C=CC(=O)C=3,Oxidized,XGDYLPJACLOXHQ-UHFFFAOYSA-N,0.96,-45.53
174,,COC1=c2c(OC)c(OC)c(OC)c(OC)c2=C(OC)C(=O)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,YQORLYMZLQOGMR-UHFFFAOYSA-N,0.96,-37.24
175,,CN(C)c1cccc2c1=CC(=O)C(=O)C=2,O=C1C=c2ccccc2=CC1=O,Oxidized,DBLVCIUDHDWUKU-UHFFFAOYSA-N,0.97,-282.49
176,,COC1=c2ccccc2=CC(=O)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,HMNWKHAFDUMKIG-UHFFFAOYSA-N,0.97,-19.04
177,,O=C1C=CC2=CC([N+](=O)[O-])=CC(=O)C2=C1,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,JUNZSKQFDLFFGI-UHFFFAOYSA-N,0.97,-30.3
178,,O=CC1=Cc2cc3c(cc2=CC1=O)C(=O)C=CC=3,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,KHBSVYIKHYZAIA-UHFFFAOYSA-N,0.97,-83.43
179,,O=C1C(P(=O)(O)O)=C(P(=O)(O)O)c2c(P(=O)(O)O)c3c(c(P(=O)(O)O)c2=C1P(=O)(O)O)C(=O)C(P(=O)(O)O)=C(P(=O)(O)O)C=3P(=O)(O)O,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,LMFPPLFNHJAAQA-UHFFFAOYSA-N,0.97,-25.02
180,"5,6-dioxocyclohexa-1,3-diene-1-carbonitrile",N#CC1=CC=CC(=O)C1=O,O=C1C=CC=CC1=O,Oxidized,OGEORZYGVCISGQ-UHFFFAOYSA-N,0.97,-59.23
181,,O=C1C(=O)C([N+](=O)[O-])=c2c([N+](=O)[O-])c3c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c3c([N+](=O)[O-])c2=C1[N+](=O)[O-],O=C1C=c2cc3ccccc3cc2=CC1=O,Oxidized,OILWVZWINNXSRP-UHFFFAOYSA-N,0.97,-27.48
182,,N#CC1=C(C#N)c2c(C#N)c(C#N)c(C#N)c(C#N)c2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,WMPSEMFWHWZREK-UHFFFAOYSA-N,0.97,-47.91
183,"6-hydroxynaphthalene-2,3-dione",O=C1C=c2ccc(O)cc2=CC1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,WTIKHEZTUVQWDE-UHFFFAOYSA-N,0.97,-50.0
184,,N#Cc1c2c(cc3c1=CC(=O)C=C3)=CC=CC2=O,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,FHNUEKCWPUQJRA-UHFFFAOYSA-N,0.98,-55.17
185,"2-nitrocyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C([N+](=O)[O-])=C1,O=C1C=CC(=O)C=C1,Oxidized,VSHVAOIJUGIMJM-UHFFFAOYSA-N,0.98,-24.91
186,,O=C1C(=O)C(S(=O)(=O)O)=C(S(=O)(=O)O)C(S(=O)(=O)O)=C1S(=O)(=O)O,O=C1C=CC=CC1=O,Oxidized,ZDHQZUZESHMKOJ-UHFFFAOYSA-N,0.98,-132.64
187,"3,6-dioxocyclohexa-1,4-diene-1,2,4,5-tetracarboxylic acid",O=C(O)C1=C(C(=O)O)C(=O)C(C(=O)O)=C(C(=O)O)C1=O,O=C1C=CC(=O)C=C1,Oxidized,DMCTUEIMZPODLV-UHFFFAOYSA-N,0.99,-200.68
188,,O=C1C=c2ccc(S)cc2=CC1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,GKNGVPRDTYLWJS-UHFFFAOYSA-N,0.99,-42.58
189,,O=C(O)C1=C2C(=O)C=CC=C2C=CC1=O,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,GXJWACPCFXJFPD-UHFFFAOYSA-N,0.99,-5.36
190,,O=C1C(C(F)(F)F)=C(C(F)(F)F)C(C(F)(F)F)=c2c1c(C(F)(F)F)c1c(c2C(F)(F)F)C(=O)C(C(F)(F)F)=C(C(F)(F)F)C=1C(F)(F)F,O=C1C=CC=c2cc3c(cc21)=CC=CC3=O,Oxidized,HLGNLHYPYGCTMR-UHFFFAOYSA-N,0.99,-56.82
191,,N#CC1=C2C(=O)C=CC=C2C=CC1=O,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,HXWVQBXWGFNKOI-UHFFFAOYSA-N,0.99,-40.3
192,,O=C(O)C1=C(C(=O)O)C(C(=O)O)=c2c(C(=O)O)c3c(c(C(=O)O)c2C1=O)=C(C(=O)O)C(=O)C(C(=O)O)=C3C(=O)O,O=C1C=Cc2cc3c(cc2=C1)C(=O)C=CC=3,Oxidized,OKDWNQKMYDFLOQ-UHFFFAOYSA-N,0.99,-41.65
193,,COC(=O)C1=C2C(=O)C=CC=C2C=CC1=O,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,OWMLFRLFEGSIPS-UHFFFAOYSA-N,0.99,-23.34
194,"5-aminonaphthalene-2,3-dione",Nc1cccc2c1=CC(=O)C(=O)C=2,O=C1C=c2ccccc2=CC1=O,Oxidized,PTFWRUSJMSODAQ-UHFFFAOYSA-N,0.99,-57.7
195,,COc1ccc2c(c1)=CC(=O)C(=O)C=2,O=C1C=c2ccccc2=CC1=O,Oxidized,QHPHYCNRFVVYRB-UHFFFAOYSA-N,0.99,-105.46
196,"1-methylnaphthalene-2,3-dione",CC1=c2ccccc2=CC(=O)C1=O,O=C1C=c2ccccc2=CC1=O,Oxidized,SMXWPUSYCVCVNA-UHFFFAOYSA-N,0.99,-51.42
197,,O=C1C([N+](=O)[O-])=C([N+](=O)[O-])C(=O)c2c1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c2[N+](=O)[O-],O=C1C=CC(=O)c2ccccc21,Oxidized,WLJCWZRAEZXNBH-UHFFFAOYSA-N,0.99,-29.76
198,"4-nitrocyclohexa-3,5-diene-1,2-dione",O=C1C=CC([N+](=O)[O-])=CC1=O,O=C1C=CC=CC1=O,Oxidized,AESBILRODWUGNE-UHFFFAOYSA-N,1.0,-35.45
199,,O=C1C=CC2=CC=C(C(=O)O)C(=O)C2=C1,O=C1C=CC2=CC=CC(=O)C2=C1,Oxidized,CKVNQHJGAAWELW-UHFFFAOYSA-N,1.0,-26.41
