ID,IUPACName,SMILES,CoreSMILES,State,InchIKey,HOMOLUMO,SFE,pred_hl,pred_sfe
338,"3-(dimethylamino)naphthalene-1,2-dione",CN(C)C1=Cc2ccccc2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,CVHYVFYFAKSZIF-UHFFFAOYSA-N,6.717,-10.18150477,6.91714799999999,-10.22163
339,,C=CC1=Cc2ccccc2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,NRRUECSIFKQMHT-UHFFFAOYSA-N,7.129,-8.187151426,7.1291537,-8.360546
340,,O=CC1=Cc2ccccc2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,LMOLBOHYEVLXMD-UHFFFAOYSA-N,7.052,-11.15037535,7.09129299999999,-11.625486
341,"methyl 3,4-dioxonaphthalene-2-carboxylate",COC(=O)C1=Cc2ccccc2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,SHCIHWKSJVAFEX-UHFFFAOYSA-N,7.164,-13.99724426,7.072396,-13.47497
342,,O=C1C(=O)c2ccccc2C=C1C(F)(F)F,O=C1C=Cc2ccccc2C1=O,Oxidized,BABNYCHUUYPDMF-UHFFFAOYSA-N,7.132,-9.240596422,7.1040115,-8.93760399999999
343,,N#CC1=Cc2ccccc2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,ZWWZTDOSDFFPEP-UHFFFAOYSA-N,7.103,-11.89275716,7.082583,-11.890005
344,,O=C1C(=O)c2ccccc2C=C1C(O)O,O=C1C=Cc2ccccc2C1=O,Oxidized,JIJUDJXVYBIPBM-UHFFFAOYSA-N,7.116,-11.21890382,7.1235056,-12.0287119999999
345,,O=C1C(=O)c2ccccc2C=C1OP(O)O,O=C1C=Cc2ccccc2C1=O,Oxidized,HFOOJBAXRIRIGR-UHFFFAOYSA-N,6.934,-11.77790715,6.9232883,-12.090586
346,"(3,4-dioxonaphthalen-2-yl) hydrogen sulfite",O=C1C(=O)c2ccccc2C=C1OS(=O)O,O=C1C=Cc2ccccc2C1=O,Oxidized,BWSYXNUTXSQBGH-UHFFFAOYSA-N,7.122,-14.98300875,7.0510607,-14.6744
347,,O=NOC1=Cc2ccccc2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,ZKKXIBXJLFILBO-UHFFFAOYSA-N,7.137,-9.850314271,7.1178803,-9.919532
348,"3-aminonaphthalene-1,2-dione",NC1=Cc2ccccc2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,ATVHFTWYJPHTDW-UHFFFAOYSA-N,6.89,-9.623153676,6.9659576,-10.217203
349,"3-methoxynaphthalene-1,2-dione",COC1=Cc2ccccc2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,AKSDMUSCMLLSLM-UHFFFAOYSA-N,7.195,-9.335477088,7.1340904,-9.63192
350,"3-hydroxynaphthalene-1,2-dione",O=C1C(=O)c2ccccc2C=C1O,O=C1C=Cc2ccccc2C1=O,Oxidized,UHUQGUOXEZLRIE-UHFFFAOYSA-N,7.216,-11.46087373,7.140438,-10.603402
351,"3-sulfanylnaphthalene-1,2-dione",O=C1C(=O)c2ccccc2C=C1S,O=C1C=Cc2ccccc2C1=O,Oxidized,DOMWDFGXSPKIKU-UHFFFAOYSA-N,6.744,-8.56899890299999,6.89662359999999,-8.671224
352,"3-methylnaphthalene-1,2-dione",CC1=Cc2ccccc2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,DPYICENZOMGYST-UHFFFAOYSA-N,7.21899999999999,-9.221128872,7.1466208,-8.940791
353,"3-fluoronaphthalene-1,2-dione",O=C1C(=O)c2ccccc2C=C1F,O=C1C=Cc2ccccc2C1=O,Oxidized,BHMATUCJCMSLCO-UHFFFAOYSA-N,7.196,-7.960278125,7.122497,-7.8461914
354,"3-chloronaphthalene-1,2-dione",O=C1C(=O)c2ccccc2C=C1Cl,O=C1C=Cc2ccccc2C1=O,Oxidized,MEMRDSMVFLMGRE-UHFFFAOYSA-N,7.157,-8.150468179,6.986849,-8.36922899999999
355,"4-(dimethylamino)naphthalene-1,2-dione",CN(C)C1=CC(=O)C(=O)c2ccccc21,O=C1C=Cc2ccccc2C1=O,Oxidized,ALDVFHJWLPLJHT-UHFFFAOYSA-N,7.327,-11.81017104,7.25542069999999,-11.480727
356,,C=CC1=CC(=O)C(=O)c2ccccc21,O=C1C=Cc2ccccc2C1=O,Oxidized,SSSVYWGVEVTVTC-UHFFFAOYSA-N,7.229,-8.962318728,7.1277227,-8.713225
357,"3,4-dioxonaphthalene-1-carbaldehyde",O=CC1=CC(=O)C(=O)c2ccccc21,O=C1C=Cc2ccccc2C1=O,Oxidized,BGTUYCLNISNGBL-UHFFFAOYSA-N,7.108,-11.63427341,7.1197867,-11.497735
358,,COC(=O)C1=CC(=O)C(=O)c2ccccc21,O=C1C=Cc2ccccc2C1=O,Oxidized,GVVWFEVWKASXFU-UHFFFAOYSA-N,7.144,-12.64050372,7.145513,-12.79359
359,,O=C1C=C(C(F)(F)F)c2ccccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,UJLHYDQJRYSPQM-UHFFFAOYSA-N,7.17299999999999,-7.279923142,7.1332526,-7.50516499999999
360,"3,4-dioxonaphthalene-1-carbonitrile",N#CC1=CC(=O)C(=O)c2ccccc21,O=C1C=Cc2ccccc2C1=O,Oxidized,LDPYNSQRZQCIOV-UHFFFAOYSA-N,7.112,-10.76558807,7.1348906,-11.008877
361,,O=C1C=C(C(O)O)c2ccccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,KLOKBRKCGUBRKS-UHFFFAOYSA-N,7.176,-13.89528122,7.15078,-13.748238
362,,O=C1C=C(OP(O)O)c2ccccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,IFKFFSOROJKNIR-UHFFFAOYSA-N,7.197,-17.84834307,7.179557,-15.138045
363,"(3,4-dioxonaphthalen-1-yl) hydrogen sulfite",O=C1C=C(OS(=O)O)c2ccccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,RXDCBNRHSUTHSB-UHFFFAOYSA-N,7.297,-15.88572397,7.20491799999999,-15.6715209999999
364,,O=NOC1=CC(=O)C(=O)c2ccccc21,O=C1C=Cc2ccccc2C1=O,Oxidized,JSKXIPMLPDNRJI-UHFFFAOYSA-N,7.217,-9.946378576,7.0412006,-10.091089
365,"4-aminonaphthalene-1,2-dione",NC1=CC(=O)C(=O)c2ccccc21,O=C1C=Cc2ccccc2C1=O,Oxidized,IGONFFFOEMASIA-UHFFFAOYSA-N,7.3,-12.25330356,7.13508999999999,-12.017828
366,"4-methoxynaphthalene-1,2-dione",COC1=CC(=O)C(=O)c2ccccc21,O=C1C=Cc2ccccc2C1=O,Oxidized,FZPFRAHWZGGZMO-UHFFFAOYSA-N,7.29,-10.810416,7.2038345,-10.463867
367,"4-hydroxynaphthalene-1,2-dione",O=C1C=C(O)c2ccccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,WVCHIGAIXREVNS-UHFFFAOYSA-N,7.251,-11.69458306,7.0646615,-11.552513
368,"4-sulfanylnaphthalene-1,2-dione",O=C1C=C(S)c2ccccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,SUULJMWNBUVIOA-UHFFFAOYSA-N,7.222,-8.74174513,7.0807796,-8.545112
369,"4-methylnaphthalene-1,2-dione",CC1=CC(=O)C(=O)c2ccccc21,O=C1C=Cc2ccccc2C1=O,Oxidized,CQOLMXXJPNVCME-UHFFFAOYSA-N,7.252,-8.783498408,7.1621814,-8.8957205
370,,O=C1C=C(F)c2ccccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,RKSLTBKXTHHMKU-UHFFFAOYSA-N,7.225,-7.383668054,6.9354315,-7.410512
371,"4-chloronaphthalene-1,2-dione",O=C1C=C(Cl)c2ccccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,MJUCWPGQCKMILF-UHFFFAOYSA-N,7.191,-7.688367292,7.098509,-7.7990084
372,,CN(C)c1cccc2c1C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,UUGCDJHIOASCDQ-UHFFFAOYSA-N,7.19,-9.651289746,7.1506696,-10.803548
373,,C=Cc1cccc2c1C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,HNRISWUIYZXMNE-UHFFFAOYSA-N,7.196,-9.142226816,7.15481499999999,-9.223036
374,"5,6-dioxonaphthalene-1-carbaldehyde",O=Cc1cccc2c1C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,HXOORLWHQQNCJA-UHFFFAOYSA-N,7.166,-12.42880758,7.15937899999999,-12.370977
375,"methyl 5,6-dioxonaphthalene-1-carboxylate",COC(=O)c1cccc2c1C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,AVCUTXRRLVIDMP-UHFFFAOYSA-N,7.201,-13.48429999,6.868116,-13.5823549999999
376,,O=C1C=Cc2c(cccc2C(F)(F)F)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,GWWMRULNSOVLAR-UHFFFAOYSA-N,7.185,-8.146493968,7.1369586,-8.385653
377,"5,6-dioxonaphthalene-1-carbonitrile",N#Cc1cccc2c1C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,MJVRWGBVWDEJLT-UHFFFAOYSA-N,7.184,-10.61923443,7.0594254,-11.734003
378,,O=C1C=Cc2c(cccc2C(O)O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,BXUABKUVLXQKHT-UHFFFAOYSA-N,7.196,-12.83955462,7.09284299999999,-13.430189
379,,O=C1C=Cc2c(OP(O)O)cccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,QPTJVFMWTIMRMO-UHFFFAOYSA-N,7.11,-15.14868183,7.119528,-15.277079
380,,O=C1C=Cc2c(OS(=O)O)cccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,FXHVDWDANGZZON-UHFFFAOYSA-N,7.195,-16.36908413,7.13004799999999,-15.5684859999999
381,,O=NOc1cccc2c1C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,FQNKMZQGANBDDB-UHFFFAOYSA-N,7.096,-10.7495704,7.05631,-10.679407
382,"5-aminonaphthalene-1,2-dione",Nc1cccc2c1C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,OSCXCVGOUCZLFC-UHFFFAOYSA-N,6.961,-10.81043767,6.92732329999999,-10.941152
383,"5-methoxynaphthalene-1,2-dione",COc1cccc2c1C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,VVCISDXAHHGMBS-UHFFFAOYSA-N,7.057,-9.423431396,7.06218,-9.999815
384,"5-hydroxynaphthalene-1,2-dione",O=C1C=Cc2c(O)cccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,ZVTUGVWVPIYMJR-UHFFFAOYSA-N,6.901,-10.43926932,7.0450077,-10.791549
385,"5-sulfanylnaphthalene-1,2-dione",O=C1C=Cc2c(S)cccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,CGJKFODAMPFAQG-UHFFFAOYSA-N,7.112,-10.18433445,7.1288176,-9.547586
386,"5-methylnaphthalene-1,2-dione",Cc1cccc2c1C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,POXSUXJVLMZIID-UHFFFAOYSA-N,7.19,-8.83613038,7.11018999999999,-9.148883
387,"5-fluoronaphthalene-1,2-dione",O=C1C=Cc2c(F)cccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,SUISEZMMBHAFIX-UHFFFAOYSA-N,7.11299999999999,-7.53110994799999,7.127222,-7.674009
388,"5-chloronaphthalene-1,2-dione",O=C1C=Cc2c(Cl)cccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,AZPLQZRUQNBNDQ-UHFFFAOYSA-N,7.15,-8.032892687,7.1058216,-8.301767
389,"6-(dimethylamino)naphthalene-1,2-dione",CN(C)c1ccc2c(c1)C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,SIHSGYHIOBVGCG-UHFFFAOYSA-N,6.887,-10.6494992,6.956808,-10.690569
390,"6-ethenylnaphthalene-1,2-dione",C=Cc1ccc2c(c1)C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,SEMOAMKKQHHWOS-UHFFFAOYSA-N,7.093,-9.787343979,7.100788,-9.335562
391,,O=Cc1ccc2c(c1)C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,OHQXWFXQHLIMES-UHFFFAOYSA-N,6.849,-12.85917245,6.949801,-12.6514635
392,"methyl 5,6-dioxonaphthalene-2-carboxylate",COC(=O)c1ccc2c(c1)C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,QSBDIDAMBQHPRM-UHFFFAOYSA-N,6.861,-13.81367944,6.988359,-13.6369519999999
393,,O=C1C=Cc2cc(C(F)(F)F)ccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,NKWNQCXFIAJWER-UHFFFAOYSA-N,6.9,-8.21901326299999,7.110113,-8.63545
394,,N#Cc1ccc2c(c1)C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,RBRMSOBKBGXMJF-UHFFFAOYSA-N,6.821,-12.36911009,6.99231959999999,-12.092107
395,,O=C1C=Cc2cc(C(O)O)ccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,REFGILREWPSRHL-UHFFFAOYSA-N,7.129,-14.28811373,7.040369,-14.616399
396,,O=C1C=Cc2cc(OP(O)O)ccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,ZOQBWHLVMNGRRZ-UHFFFAOYSA-N,6.97,-17.70675087,7.0241175,-17.068518
397,,O=C1C=Cc2cc(OS(=O)O)ccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,JOXWSOTXMDCEBC-UHFFFAOYSA-N,7.092,-16.85830635,7.0615916,-16.641993
398,,O=NOc1ccc2c(c1)C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,QHJFQBHYWXZUGM-UHFFFAOYSA-N,7.07,-11.00255028,7.12654729999999,-10.768366
399,"6-aminonaphthalene-1,2-dione",Nc1ccc2c(c1)C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,NXMJMULJLHBDKR-UHFFFAOYSA-N,6.968,-11.23846024,6.89238099999999,-11.186478
400,"6-methoxynaphthalene-1,2-dione",COc1ccc2c(c1)C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,YIFKXAJBSQRUGI-UHFFFAOYSA-N,7.087,-11.06287461,7.007574,-10.671983
401,"6-hydroxynaphthalene-1,2-dione",O=C1C=Cc2cc(O)ccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,CQWXLWDPFSPVHK-UHFFFAOYSA-N,7.081,-11.3125100999999,7.0601764,-11.516664
402,,O=C1C=Cc2cc(S)ccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,QBPGINANMIIOAG-UHFFFAOYSA-N,6.843,-9.330766568,6.99819559999999,-9.536758
403,"6-methylnaphthalene-1,2-dione",Cc1ccc2c(c1)C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,Oxidized,MTSMWQUGXMUFRU-UHFFFAOYSA-N,7.153,-10.03830167,7.1096716,-9.554729
404,"6-fluoronaphthalene-1,2-dione",O=C1C=Cc2cc(F)ccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,SYIPLDDWPGWOAX-UHFFFAOYSA-N,7.151,-7.807143998,7.11488059999999,-8.102714
405,"6-chloronaphthalene-1,2-dione",O=C1C=Cc2cc(Cl)ccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,URZTWCVYUIIMMN-UHFFFAOYSA-N,7.107,-8.41512503,7.15013549999999,-8.692639
406,"7-(dimethylamino)naphthalene-1,2-dione",CN(C)c1ccc2c(c1)C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,TUZUDEZUBUAVHN-UHFFFAOYSA-N,6.977,-9.554585263,6.949835,-10.548894
407,,C=Cc1ccc2c(c1)C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,QPURHBAVKQDJTC-UHFFFAOYSA-N,7.17399999999999,-8.989324429,7.1710386,-9.272931
408,,O=Cc1ccc2c(c1)C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,ZQXWTBVCQFJHGU-UHFFFAOYSA-N,7.126,-12.55964394,7.18869159999999,-12.527778
409,"methyl 7,8-dioxonaphthalene-2-carboxylate",COC(=O)c1ccc2c(c1)C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,CMFJVCDRECZHIU-UHFFFAOYSA-N,7.148,-13.70175478,7.0625534,-13.7735399999999
410,,O=C1C=Cc2ccc(C(F)(F)F)cc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,STQCVTALKKTILV-UHFFFAOYSA-N,7.156,-8.391024002,7.1303177,-8.550705
411,,N#Cc1ccc2c(c1)C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,PHMFEGXERFJVOS-UHFFFAOYSA-N,7.147,-12.24055019,7.133126,-12.076989
412,,O=C1C=Cc2ccc(C(O)O)cc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,HRJQLTGEEALRLH-UHFFFAOYSA-N,7.19,-17.68722139,6.97815659999999,-16.67729
413,,O=C1C=Cc2ccc(OP(O)O)cc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,GOJCXOQWBSDRTP-UHFFFAOYSA-N,7.122,-16.17518994,6.9416847,-15.9907875
414,,O=C1C=Cc2ccc(OS(=O)O)cc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,UVWTVNUXHQFDIL-UHFFFAOYSA-N,7.142,-15.96730369,6.8389406,-16.056063
415,,O=NOc1ccc2c(c1)C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,XXHZIQPFEDANIM-UHFFFAOYSA-N,7.117,-10.96999513,7.0265713,-11.036375
416,"7-aminonaphthalene-1,2-dione",Nc1ccc2c(c1)C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,ZTAXXSINCXEVNZ-UHFFFAOYSA-N,6.977,-11.11622812,6.85929499999999,-10.994422
417,"7-methoxynaphthalene-1,2-dione",COc1ccc2c(c1)C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,XXJOUIRONZRSOZ-UHFFFAOYSA-N,6.887,-10.13495251,6.9273944,-10.541105
418,"7-hydroxynaphthalene-1,2-dione",O=C1C=Cc2ccc(O)cc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,RFQKUQIIZPRDKD-UHFFFAOYSA-N,6.9,-12.22543562,6.99179459999999,-11.935884
419,,O=C1C=Cc2ccc(S)cc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,ZVDWEUZBYUVLHL-UHFFFAOYSA-N,7.082,-10.13388353,6.91956999999999,-9.483759
420,"7-methylnaphthalene-1,2-dione",Cc1ccc2c(c1)C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,QHWZOJRMCOZVIO-UHFFFAOYSA-N,7.185,-8.698686116,7.1345773,-9.447343
421,"7-fluoronaphthalene-1,2-dione",O=C1C=Cc2ccc(F)cc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,KZUJFCNXWFUVOR-UHFFFAOYSA-N,7.143,-7.878386179,7.0598106,-8.07815
422,"7-chloronaphthalene-1,2-dione",O=C1C=Cc2ccc(Cl)cc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,MHEZTUIPEPJIMD-UHFFFAOYSA-N,7.167,-9.629298186,7.10803459999999,-8.687333
423,,CN(C)c1cccc2c1C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,NTIYNTIZTKSUPM-UHFFFAOYSA-N,6.737,-11.21956746,6.89312359999999,-10.976572
424,,C=Cc1cccc2c1C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,GWHXDKGTOTYIJH-UHFFFAOYSA-N,7.104,-8.79619166799999,7.0997815,-8.938797
425,,O=Cc1cccc2c1C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,FGJNEZWSIRXYBB-UHFFFAOYSA-N,7.108,-11.41187345,7.10684799999999,-11.4576479999999
426,,COC(=O)c1cccc2c1C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,OFFYGVQAPXWKNO-UHFFFAOYSA-N,6.87799999999999,-16.69766519,7.1253767,-15.921253
427,,O=C1C=Cc2cccc(C(F)(F)F)c2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,VHMIXMJAAIPXHP-UHFFFAOYSA-N,6.904,-9.41185671,6.975629,-9.163196
428,,N#Cc1cccc2c1C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,QLDYMADZBKSUPI-UHFFFAOYSA-N,7.029,-12.86770957,7.109277,-12.448305
429,,O=C1C=Cc2cccc(C(O)O)c2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,UZWVQDNNBDRLKB-UHFFFAOYSA-N,6.54799999999999,-13.40357086,6.9922695,-13.333017
430,,O=C1C=Cc2cccc(OP(O)O)c2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,SFPYGPPKMOAXFI-UHFFFAOYSA-N,6.366,-11.64185721,7.026667,-12.253601
431,,O=C1C=Cc2cccc(OS(=O)O)c2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,OPPJQEMEGOEGKC-UHFFFAOYSA-N,7.11,-14.80803894,7.0495214,-15.092265
432,,O=NOc1cccc2c1C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,BONKYJVRYWDJHB-UHFFFAOYSA-N,7.095,-12.12646117,7.03620669999999,-11.750121
433,"8-aminonaphthalene-1,2-dione",Nc1cccc2c1C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,KWXOLYGEGBJHGW-UHFFFAOYSA-N,6.98,-11.43644987,7.1034117,-11.335157
434,"8-methoxynaphthalene-1,2-dione",COc1cccc2c1C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,ADIGHCCMKIHRJV-UHFFFAOYSA-N,7.035,-10.74629998,7.0414877,-10.838484
435,"8-hydroxynaphthalene-1,2-dione",O=C1C=Cc2cccc(O)c2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,IIFGZNVPVNKEIK-UHFFFAOYSA-N,7.07,-13.45100971,7.00182629999999,-12.979664
436,,O=C1C=Cc2cccc(S)c2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,BDTZJVWFJZBYHE-UHFFFAOYSA-N,6.849,-9.241898475,6.9758844,-9.361974
437,"8-methylnaphthalene-1,2-dione",Cc1cccc2c1C(=O)C(=O)C=C2,O=C1C=Cc2ccccc2C1=O,Oxidized,XZSYPRHYGCDWPJ-UHFFFAOYSA-N,7.185,-9.17870510299999,7.109749,-9.2627125
438,"8-fluoronaphthalene-1,2-dione",O=C1C=Cc2cccc(F)c2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,IZRSEKZSKSEPDH-UHFFFAOYSA-N,7.17299999999999,-10.02629447,7.186782,-9.68328
439,"8-chloronaphthalene-1,2-dione",O=C1C=Cc2cccc(Cl)c2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,JNMHNSAQEYGMTC-UHFFFAOYSA-N,7.164,-10.31471346,7.09904299999999,-9.762895
440,,CN(C)C1=C(N(C)C)c2c(c(N(C)C)c(N(C)C)c(N(C)C)c2N(C)C)C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,NEPZMSAHJYQHHA-UHFFFAOYSA-N,6.829,-12.65322274,7.01692899999999,-12.9559354999999
441,,C=CC1=C(C=C)c2c(C=C)c(C=C)c(C=C)c(C=C)c2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,OAHCXHXBLBITPY-UHFFFAOYSA-N,7.165,-7.40350778399999,7.1489854,-7.4774933
442,,O=CC1=C(C=O)c2c(C=O)c(C=O)c(C=O)c(C=O)c2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,JLZJFYVJLLOAGA-UHFFFAOYSA-N,6.752,-22.92492262,6.887438,-23.25731
443,,COC(=O)C1=C(C(=O)OC)c2c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,DWGGEPAOOOXQBX-UHFFFAOYSA-N,6.2,-35.12015502,6.175322,-34.84438
444,,N#CC1=C(C#N)c2c(C#N)c(C#N)c(C#N)c(C#N)c2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,WMPSEMFWHWZREK-UHFFFAOYSA-N,6.881,-28.55509759,6.87269259999999,-28.687958
445,,O=C1C(=O)c2c(c(C(O)O)c(C(O)O)c(C(O)O)c2C(O)O)C(C(O)O)=C1C(O)O,O=C1C=Cc2ccccc2C1=O,Oxidized,KXHGEYAXGMWRJB-UHFFFAOYSA-N,7.189,-33.99629246,7.180486,-34.204254
446,,O=NOC1=C(ON=O)c2c(ON=O)c(ON=O)c(ON=O)c(ON=O)c2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,ZIJIZYPKWCCMGV-UHFFFAOYSA-N,6.897,-16.90959454,6.72037459999999,-16.8638859999999
447,"3,4,5,6,7,8-hexaaminonaphthalene-1,2-dione",NC1=C(N)c2c(N)c(N)c(N)c(N)c2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,LOLBJPAXHAVSPD-UHFFFAOYSA-N,6.914,-21.40880482,6.908011,-21.25017
448,,COC1=C(OC)c2c(OC)c(OC)c(OC)c(OC)c2C(=O)C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,RBVWEOJDVIHVSD-UHFFFAOYSA-N,6.944,-13.84541869,7.00528139999999,-13.580293
449,"3,4,5,6,7,8-hexahydroxynaphthalene-1,2-dione",O=C1C(=O)c2c(O)c(O)c(O)c(O)c2C(O)=C1O,O=C1C=Cc2ccccc2C1=O,Oxidized,FJSQLIDCSDJZFC-UHFFFAOYSA-N,6.766,-21.31916584,6.87996049999999,-20.868864
450,,O=C1C(=O)c2c(S)c(S)c(S)c(S)c2C(S)=C1S,O=C1C=Cc2ccccc2C1=O,Oxidized,LFTPQTIOOBFDMJ-UHFFFAOYSA-N,6.242,-11.98365926,6.2810235,-12.500339
451,"3,4,5,6,7,8-hexafluoronaphthalene-1,2-dione",O=C1C(=O)c2c(F)c(F)c(F)c(F)c2C(F)=C1F,O=C1C=Cc2ccccc2C1=O,Oxidized,IUNZFRRQSDXZHE-UHFFFAOYSA-N,7.111,-7.114308478,7.038504,-6.83610959999999
452,"3,4,5,6,7,8-hexachloronaphthalene-1,2-dione",O=C1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(Cl)=C1Cl,O=C1C=Cc2ccccc2C1=O,Oxidized,QHFVLXLXSCRRNU-UHFFFAOYSA-N,7.026,-8.095393917,7.0452642,-8.070707
453,"anthracene-1,4-dione",O=C1C=CC(=O)c2cc3ccccc3cc21,O=C1C=CC(=O)c2cc3ccccc3cc21,Oxidized,LSOTZYUVGZKSHR-UHFFFAOYSA-N,7.185,-9.514735695,7.1080117,-9.450464
