ID,IUPACName,SMILES,CoreSMILES,State,InChIKey,Hammett_sigma,QQ.(VvsNHE),Q.Q=(VvsNHE)
1,"cyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C=C1,O=C1C=CC(=O)C=C1,Oxidized,AZQWKYJCGOJGHM-UHFFFAOYSA-N,,-0.161,-0.915
2,"1-benzothiophene-4,7-dione",O=C1C=CC(=O)c2sccc21,,,NKUJIXWGYKYYFL-UHFFFAOYSA-N,,-0.201,-1.021
3,"naphthalene-1,4-dione",O=C1C=CC(=O)c2ccccc21,O=C1C=CC(=O)c2ccccc21,Oxidized,FRASJONUBLZVQX-UHFFFAOYSA-N,,-0.341,-1.07
4,"anthracene-1,4-dione",O=C1C=CC(=O)c2cc3ccccc3cc21,O=C1C=CC(=O)c2cc3ccccc3cc21,Oxidized,LSOTZYUVGZKSHR-UHFFFAOYSA-N,,-0.4,-1.142
5,"anthracene-9,10-dione",O=C1c2ccccc2C(=O)c2ccccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,RZVHIXYEVGDQDX-UHFFFAOYSA-N,,-0.591,-1.203
6,"pentacene-6,13-dione",O=C1c2cc3ccccc3cc2C(=O)c2cc3ccccc3cc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,UFCVADNIXDUEFZ-UHFFFAOYSA-N,,-0.796,-1.251
7,"cyclohexa-3,5-diene-1,2-dione",O=C1C=CC=CC1=O,O=C1C=CC=CC1=O,Oxidized,WOAHJDHKFWSLKE-UHFFFAOYSA-N,,-0.05,-0.765
8,"naphthalene-1,2-dione",O=C1C=Cc2ccccc2C1=O,O=C1C=Cc2ccccc2C1=O,Oxidized,KETQAJRQOHHATG-UHFFFAOYSA-N,,-0.248,-1.004
9,"phenanthrene-9,10-dione",O=C1C(=O)c2ccccc2-c2ccccc21,O=C1C(=O)c2ccccc2-c2ccccc21,Oxidized,YYVYAPXYZVYDHN-UHFFFAOYSA-N,,-0.33,-0.944
10,"acenaphthylene-1,2-dione",O=C1C(=O)c2cccc3cccc1c23,O=C1C(=O)c2cccc3cccc1c23,Oxidized,AFPRJLBZLPBTPZ-UHFFFAOYSA-N,,-0.604,-1.523
11,"1,10-phenanthroline-5,6-dione",O=C1C(=O)c2cccnc2-c2ncccc21,O=C1C(=O)c2cccnc2-c2ncccc21,Oxidized,KCALAFIVPCAXJI-UHFFFAOYSA-N,,-0.146,-0.866
12,"3,6-dioxocyclohexa-1,4-diene-1-carbonitrile",N#CC1=CC(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,RNKGDBXXIBUOTR-UHFFFAOYSA-N,0.66,0.25,-0.556
13,"3,6-dioxocyclohexa-1,4-diene-1,2-dicarbonitrile",N#CC1=C(C#N)C(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,DNXUGBMARDFRGG-UHFFFAOYSA-N,1.32,0.643,-0.226
14,"4,5-dichloro-3,6-dioxocyclohexa-1,4-diene-1,2-dicarbonitrile",N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O,O=C1C=CC(=O)C=C1,Oxidized,HZNVUJQVZSTENZ-UHFFFAOYSA-N,1.78,0.837,-0.018
15,"2-chlorocyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C(Cl)=C1,O=C1C=CC(=O)C=C1,Oxidized,WOGWYSWDBYCVDY-UHFFFAOYSA-N,0.23,0.028,-0.833
16,"2-bromo-5-tert-butylcyclohexa-2,5-diene-1,4-dione",CC(C)(C)C1=CC(=O)C(Br)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,NTMPXCVVVHLEOJ-UHFFFAOYSA-N,0.03,-0.069,-0.989
17,"2-bromo-6-methylcyclohexa-2,5-diene-1,4-dione",CC1=CC(=O)C=C(Br)C1=O,O=C1C=CC(=O)C=C1,Oxidized,WTTXPOKQAYXZIK-UHFFFAOYSA-N,0.06,-0.044,-0.864
18,,CC(C)C1=CC(=O)C=C(I)C1=O,O=C1C=CC(=O)C=C1,Oxidized,UKQCMQSLWRDJJE-UHFFFAOYSA-N,0.03,-0.162,-1.03
19,"3-iodo-2-methyl-5-propan-2-ylcyclohexa-2,5-diene-1,4-dione",CC1=C(I)C(=O)C(C(C)C)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,OVOHLWHQLLXPFD-UHFFFAOYSA-N,-0.14,-0.158,-0.953
20,"2-bromo-6-chlorocyclohexa-2,5-diene-1,4-dione",O=C1C=C(Cl)C(=O)C(Br)=C1,O=C1C=CC(=O)C=C1,Oxidized,FNQGQLYFAMMZRA-UHFFFAOYSA-N,0.46,0.196,-0.698
21,"2,3-dichlorocyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C(Cl)=C1Cl,O=C1C=CC(=O)C=C1,Oxidized,USAYMJGCALIGIG-UHFFFAOYSA-N,0.46,0.132,-0.732
22,"2,5-dichlorocyclohexa-2,5-diene-1,4-dione",O=C1C=C(Cl)C(=O)C=C1Cl,O=C1C=CC(=O)C=C1,Oxidized,LNXVNZRYYHFMEY-UHFFFAOYSA-N,0.46,0.156,-0.702
23,"2,6-dichlorocyclohexa-2,5-diene-1,4-dione",O=C1C=C(Cl)C(=O)C(Cl)=C1,O=C1C=CC(=O)C=C1,Oxidized,JCARTGJGWCGSSU-UHFFFAOYSA-N,0.46,0.187,-0.695
24,"2,6-dibromocyclohexa-2,5-diene-1,4-dione",O=C1C=C(Br)C(=O)C(Br)=C1,O=C1C=CC(=O)C=C1,Oxidized,FGHCYIPZQUMLRQ-UHFFFAOYSA-N,0.46,0.195,-0.647
25,"2,6-diiodocyclohexa-2,5-diene-1,4-dione",O=C1C=C(I)C(=O)C(I)=C1,O=C1C=CC(=O)C=C1,Oxidized,KANJSWOVFIVFDI-UHFFFAOYSA-N,0.36,0.165,-0.685
26,"5-tert-butyl-2,3-dichlorocyclohexa-2,5-diene-1,4-dione",CC(C)(C)C1=CC(=O)C(Cl)=C(Cl)C1=O,O=C1C=CC(=O)C=C1,Oxidized,XNOSEPJTVNZNLU-UHFFFAOYSA-N,0.26,0.045,-0.896
27,"2,3-dibromo-5-tert-butylcyclohexa-2,5-diene-1,4-dione",CC(C)(C)C1=CC(=O)C(Br)=C(Br)C1=O,O=C1C=CC(=O)C=C1,Oxidized,HCBKPGGQJQJYLJ-UHFFFAOYSA-N,0.26,0.032,-0.887
28,"5-tert-butyl-2,3-diiodocyclohexa-2,5-diene-1,4-dione",CC(C)(C)C1=CC(=O)C(I)=C(I)C1=O,O=C1C=CC(=O)C=C1,Oxidized,FTLQGCCMJBTOPU-UHFFFAOYSA-N,0.16,0.00599999999999998,-0.916
29,"2,6-dichloro-3,5-dimethylcyclohexa-2,5-diene-1,4-dione",CC1=C(Cl)C(=O)C(Cl)=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,FPSIGQVXMAGDIY-UHFFFAOYSA-N,0.12,-0.052,-0.902
30,"2,5-ditert-butyl-3,6-dichlorocyclohexa-2,5-diene-1,4-dione",CC(C)(C)C1=C(Cl)C(=O)C(C(C)(C)C)=C(Cl)C1=O,O=C1C=CC(=O)C=C1,Oxidized,OFQJXLFDYBWUAQ-UHFFFAOYSA-N,0.06,-0.207,-1.094
31,"2,5-dibromo-3-methyl-6-propan-2-ylcyclohexa-2,5-diene-1,4-dione",CC1=C(Br)C(=O)C(C(C)C)=C(Br)C1=O,O=C1C=CC(=O)C=C1,Oxidized,GHHZELQYJPWSMG-UHFFFAOYSA-N,0.14,-0.027,-0.999
32,,CC(C)C1=C(Br)C(=O)C(C(C)C)=C(Br)C1=O,O=C1C=CC(=O)C=C1,Oxidized,MQUKWXCARHLALS-UHFFFAOYSA-N,0.16,-0.014,-0.977
33,"2,5-dibromo-3,6-diphenylcyclohexa-2,5-diene-1,4-dione",O=C1C(Br)=C(c2ccccc2)C(=O)C(Br)=C1c1ccccc1,O=C1C=CC(=O)C=C1,Oxidized,XVLOXELMPOZKBG-UHFFFAOYSA-N,0.44,0.107,-0.789
34,"2,5-dichloro-3,6-dimethoxycyclohexa-2,5-diene-1,4-dione",COC1=C(Cl)C(=O)C(OC)=C(Cl)C1=O,O=C1C=CC(=O)C=C1,Oxidized,JQVAMWPWHPTLNU-UHFFFAOYSA-N,-0.08,0.058,-0.786
35,"2,6-dibromo-3,5-dimethoxycyclohexa-2,5-diene-1,4-dione",COC1=C(Br)C(=O)C(Br)=C(OC)C1=O,O=C1C=CC(=O)C=C1,Oxidized,DVCAIDBJZFQCGL-UHFFFAOYSA-N,-0.08,0.049,-0.854
36,"2,5-diamino-3,6-dibromocyclohexa-2,5-diene-1,4-dione",NC1=C(Br)C(=O)C(N)=C(Br)C1=O,O=C1C=CC(=O)C=C1,Oxidized,NVCGMHKXXQRFFQ-UHFFFAOYSA-N,-0.86,-0.481,-1.131
37,,O=C1C(Br)=C(NC2CCCCC2)C(=O)C(Br)=C1NC1CCCCC1,O=C1C=CC(=O)C=C1,Oxidized,CCJAUXCTKRGFAR-UHFFFAOYSA-N,,-0.447,-1.078
38,"2,3,5-trichlorocyclohexa-2,5-diene-1,4-dione",O=C1C=C(Cl)C(=O)C(Cl)=C1Cl,O=C1C=CC(=O)C=C1,Oxidized,KSFNQTZBTVALRV-UHFFFAOYSA-N,0.69,0.28,-0.592
39,"2,3,5-tribromo-6-hexylcyclohexa-2,5-diene-1,4-dione",CCCCCCC1=C(Br)C(=O)C(Br)=C(Br)C1=O,O=C1C=CC(=O)C=C1,Oxidized,INIXPBSOWZRENK-UHFFFAOYSA-N,,0.201,-0.726
40,"2,3,5,6-tetrafluorocyclohexa-2,5-diene-1,4-dione",O=C1C(F)=C(F)C(=O)C(F)=C1F,O=C1C=CC(=O)C=C1,Oxidized,JKLYZOGJWVAIQS-UHFFFAOYSA-N,0.24,0.358,-0.608
41,"2,3,5,6-tetrachlorocyclohexa-2,5-diene-1,4-dione",O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,O=C1C=CC(=O)C=C1,Oxidized,UGNWTBMOAKPKBL-UHFFFAOYSA-N,0.92,0.343,-0.534
42,"2,3,5,6-tetrabromocyclohexa-2,5-diene-1,4-dione",O=C1C(Br)=C(Br)C(=O)C(Br)=C1Br,O=C1C=CC(=O)C=C1,Oxidized,LWHDQPLUIFIFFT-UHFFFAOYSA-N,0.92,0.344,-0.511
43,"2,3,5,6-tetraiodocyclohexa-2,5-diene-1,4-dione",O=C1C(I)=C(I)C(=O)C(I)=C1I,O=C1C=CC(=O)C=C1,Oxidized,YBGORPOETHYSFS-UHFFFAOYSA-N,0.72,0.283,-0.514
44,"2-methylcyclohexa-2,5-diene-1,4-dione",CC1=CC(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,VTWDKFNVVLAELH-UHFFFAOYSA-N,-0.17,-0.226,-1.03
45,"2-tert-butylcyclohexa-2,5-diene-1,4-dione",CC(C)(C)C1=CC(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,NCCTVAJNFXYWTM-UHFFFAOYSA-N,-0.2,-0.268,-1.013
46,"2-methyl-5-propan-2-ylcyclohexa-2,5-diene-1,4-dione",CC1=CC(=O)C(C(C)C)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,KEQHJBNSCLWCAE-UHFFFAOYSA-N,-0.32,-0.345,-1.059
47,"2-methyl-3,6-dinitro-5-propan-2-ylcyclohexa-2,5-diene-1,4-dione",CC1=C([N+](=O)[O-])C(=O)C(C(C)C)=C([N+](=O)[O-])C1=O,O=C1C=CC(=O)C=C1,Oxidized,BWPLCLCDBUABCR-UHFFFAOYSA-N,1.24,0.439,-0.515
48,,CC1=C(C(C)(C)c2ccccc2)C(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,HAMJMINKNMNULC-UHFFFAOYSA-N,,-0.357,
49,"2,3-dimethylcyclohexa-2,5-diene-1,4-dione",CC1=C(C)C(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,AIACLXROWHONEE-UHFFFAOYSA-N,-0.34,-0.303,-1.029
50,"2,5-dimethylcyclohexa-2,5-diene-1,4-dione",CC1=CC(=O)C(C)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,MYKLQMNSFPAPLZ-UHFFFAOYSA-N,-0.34,-0.311,-1.059
51,"2,6-dimethylcyclohexa-2,5-diene-1,4-dione",CC1=CC(=O)C=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,SENUUPBBLQWHMF-UHFFFAOYSA-N,-0.34,-0.307,-1.017
52,"2,3-dimethyl-5-(3-methylbut-2-enyl)cyclohexa-2,5-diene-1,4-dione",CC(C)=CCC1=CC(=O)C(C)=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,VBFJJMPOYIKNHB-UHFFFAOYSA-N,,-0.4,
53,,CCCCCCCCCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=CC(=O)C(C)=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,CHRZDUAXNRBWLE-UHFFFAOYSA-N,,-0.379,
54,,CC(=O)OC(C)C1=CC(=O)C(C)=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,IYRMPRVLFUBSDU-UHFFFAOYSA-N,,-0.278,
55,,CC1=C(C)C(=O)C(C(C)C)=C(C(C)C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,ODBUUNYOINCXHI-UHFFFAOYSA-N,-0.64,-0.445,
56,"5,6-dimethyl-1,3-benzodioxole-4,7-dione",CC1=C(C)C(=O)C2=C(OCO2)C1=O,O=C1C=CC(=O)C=C1,Oxidized,SSNZMKONSOUKFJ-UHFFFAOYSA-N,,-0.217,-1.019
57,"2,5-ditert-butylcyclohexa-2,5-diene-1,4-dione",CC(C)(C)C1=CC(=O)C(C(C)(C)C)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,ZZYASVWWDLJXIM-UHFFFAOYSA-N,-0.4,-0.341,-1.2
58,"2,6-ditert-butylcyclohexa-2,5-diene-1,4-dione",CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,RDQSIADLBQFVMY-UHFFFAOYSA-N,-0.4,-0.35,-1.123
59,"2,6-di(propan-2-yl)cyclohexa-2,5-diene-1,4-dione",CC(C)C1=CC(=O)C=C(C(C)C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,DDXYWFGBQZICBD-UHFFFAOYSA-N,-0.3,-0.315,-1.114
60,,CCCCCC(C)CC1=CC(=O)C(CC(C)CCCCC)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,LZCHNENFGWDYQL-UHFFFAOYSA-N,,-0.409,
61,"2,3,5-trimethylcyclohexa-2,5-diene-1,4-dione",CC1=CC(=O)C(C)=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,QIXDHVDGPXBRRD-UHFFFAOYSA-N,-0.51,-0.392,-1.153
62,"2,3,5-trimethyl-6-(3,7,11,15-tetramethylhexadecyl)cyclohexa-2,5-diene-1,4-dione",CC1=C(C)C(=O)C(CCC(C)CCCC(C)CCCC(C)CCCC(C)C)=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,PXMRUFUVYOGJJN-UHFFFAOYSA-N,,-0.498,-1.15
63,,CCC(=O)C1=C(C)C(=O)C(C)=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,GCRKFGPIWBJIMC-UHFFFAOYSA-N,-0.58,-0.26,
64,"3-(2,4,5-trimethyl-3,6-dioxocyclohexa-1,4-dien-1-yl)sulfanylpropanoic acid",CC1=C(C)C(=O)C(SCCC(=O)O)=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,XCUBPAHMWSOZGI-UHFFFAOYSA-N,,-0.231,
65,"2,3,5,6-tetramethylcyclohexa-2,5-diene-1,4-dione",CC1=C(C)C(=O)C(C)=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,WAMKWBHYPYBEJY-UHFFFAOYSA-N,-0.68,-0.511,-1.182
66,"2,3,5,6-tetra(propan-2-yl)cyclohexa-2,5-diene-1,4-dione",CC(C)C1=C(C(C)C)C(=O)C(C(C)C)=C(C(C)C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,HFHUJFKXRFTENQ-UHFFFAOYSA-N,-0.6,-0.57,
67,,CC1(C)C=CC(C)(C)C2=C1C(=O)C1=C(C2=O)C(C)(C)C=CC1(C)C,O=C1C=CC(=O)C=C1,Oxidized,LOUOFNSACADCCB-UHFFFAOYSA-N,,-0.442,
68,"2-acetylcyclohexa-2,5-diene-1,4-dione",CC(=O)C1=CC(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,WWHDFTWNMBCRIK-UHFFFAOYSA-N,0.5,0.062,
69,"2-acetyl-3-methylcyclohexa-2,5-diene-1,4-dione",CC(=O)C1=C(C)C(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,XJTSVXRGMORBED-UHFFFAOYSA-N,0.33,-0.109,
70,"2-acetyl-5-methylcyclohexa-2,5-diene-1,4-dione",CC(=O)C1=CC(=O)C(C)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,URSFJLDSNPOWJM-UHFFFAOYSA-N,0.33,0.00599999999999998,-0.816
71,"2-acetyl-6-methylcyclohexa-2,5-diene-1,4-dione",CC(=O)C1=CC(=O)C=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,YGDXREYXPNELOM-UHFFFAOYSA-N,0.33,-0.014,
72,"2-acetyl-3-chlorocyclohexa-2,5-diene-1,4-dione",CC(=O)C1=C(Cl)C(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,ZLURBXQNDDALMZ-UHFFFAOYSA-N,0.73,0.133,-0.568
73,"2-(2,2-dimethylpropanoyl)cyclohexa-2,5-diene-1,4-dione",CC(C)(C)C(=O)C1=CC(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,KUROQKZLLNHCDN-UHFFFAOYSA-N,0.32,-0.046,-0.876
74,"2-phenylcyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C(c2ccccc2)=C1,O=C1C=CC(=O)C=C1,Oxidized,RLQZIECDMISZHS-UHFFFAOYSA-N,-0.01,-0.152,-0.906
75,"2,3-diphenylcyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C(c2ccccc2)=C1c1ccccc1,O=C1C=CC(=O)C=C1,Oxidized,MVWPVABZQQJTPL-UHFFFAOYSA-N,-0.02,-0.197,-0.906
76,"2,5-diphenylcyclohexa-2,5-diene-1,4-dione",O=C1C=C(c2ccccc2)C(=O)C=C1c1ccccc1,O=C1C=CC(=O)C=C1,Oxidized,QYXHDJJYVDLECA-UHFFFAOYSA-N,-0.02,-0.138,-0.906
77,"2-(phenoxymethyl)cyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C(COc2ccccc2)=C1,O=C1C=CC(=O)C=C1,Oxidized,SWNCJNQLRHPSSP-UHFFFAOYSA-N,0.07,-0.132,
78,"2-(benzenesulfonyl)cyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C(S(=O)(=O)c2ccccc2)=C1,O=C1C=CC(=O)C=C1,Oxidized,YLBZMPDRRGZQEN-UHFFFAOYSA-N,0.7,0.2,
79,"2-acetyl-3-(benzenesulfonyl)cyclohexa-2,5-diene-1,4-dione",CC(=O)C1=C(S(=O)(=O)c2ccccc2)C(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,PMSUIBYDBQTRER-UHFFFAOYSA-N,1.2,0.19,-0.504
80,"2-(benzenesulfonyl)-3-(2,2-dimethylpropanoyl)cyclohexa-2,5-diene-1,4-dione",CC(C)(C)C(=O)C1=C(S(=O)(=O)c2ccccc2)C(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,OXOABZSZLXJFBJ-UHFFFAOYSA-N,1.02,0.199,-0.512
81,"2-(benzenesulfonyl)-3-benzoylcyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C(S(=O)(=O)c2ccccc2)=C1C(=O)c1ccccc1,O=C1C=CC(=O)C=C1,Oxidized,DKCCJTHPUFMNRK-UHFFFAOYSA-N,0.83,0.182,-0.487
82,"5-(benzenesulfonyl)-2,3-dimethylcyclohexa-2,5-diene-1,4-dione",CC1=C(C)C(=O)C(S(=O)(=O)c2ccccc2)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,GRUDZULCJRKSIM-UHFFFAOYSA-N,0.26,0.093,-0.786
83,"2-(benzenesulfonyl)-3,5,6-trimethylcyclohexa-2,5-diene-1,4-dione",CC1=C(C)C(=O)C(S(=O)(=O)c2ccccc2)=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,BYBNIWNVTXTSAG-UHFFFAOYSA-N,0.19,-0.078,-0.797
84,"2,5-bis(benzenesulfonyl)cyclohexa-2,5-diene-1,4-dione",O=C1C=C(S(=O)(=O)c2ccccc2)C(=O)C=C1S(=O)(=O)c1ccccc1,O=C1C=CC(=O)C=C1,Oxidized,JFJJCZGBHIPWHI-UHFFFAOYSA-N,1.4,0.488,
85,"2,5-bis(benzenesulfonyl)-3,6-dimethylcyclohexa-2,5-diene-1,4-dione",CC1=C(S(=O)(=O)c2ccccc2)C(=O)C(C)=C(S(=O)(=O)c2ccccc2)C1=O,O=C1C=CC(=O)C=C1,Oxidized,LOSSYAPMSFJCGY-UHFFFAOYSA-N,0.36,0.236,
86,"2,6-bis(benzenesulfonyl)-3,5-dimethylcyclohexa-2,5-diene-1,4-dione",CC1=C(S(=O)(=O)c2ccccc2)C(=O)C(S(=O)(=O)c2ccccc2)=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,VXIURLOITPTGDS-UHFFFAOYSA-N,0.36,0.223,-0.562
87,"2-(trifluoromethyl)cyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C(C(F)(F)F)=C1,O=C1C=CC(=O)C=C1,Oxidized,IFNVAFSTWNJVTQ-UHFFFAOYSA-N,0.54,0.145,-0.77
88,"2-benzoylcyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C(C(=O)c2ccccc2)=C1,O=C1C=CC(=O)C=C1,Oxidized,XASGEXXLAQFTQE-UHFFFAOYSA-N,0.13,0.017,-0.778
89,"2-(2-methylbenzoyl)cyclohexa-2,5-diene-1,4-dione",Cc1ccccc1C(=O)C1=CC(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,ZJPHOXFMNTZOGZ-UHFFFAOYSA-N,,0.033,-0.778
90,,Cc1cccc(C)c1C(=O)C1=CC(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,NVGKESZOGLDWQL-UHFFFAOYSA-N,,0.093,-0.709
91,,CC1=C(C(=O)c2ccccc2)C(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,SWQOHVSZZRIEFO-UHFFFAOYSA-N,-0.04,-0.091,-0.849
92,,CC1=CC(=O)C(C(=O)c2ccccc2)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,KVYBTWYCFBKCLF-UHFFFAOYSA-N,-0.04,-0.053,
93,,CC1=C(C(=O)c2ccccc2C)C(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,PWASERSXWVDLDK-UHFFFAOYSA-N,,-0.12,-0.855
94,"2-methoxycyclohexa-2,5-diene-1,4-dione",COC1=CC(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,ZJKWJHONFFKJHG-UHFFFAOYSA-N,-0.27,-0.269,-0.973
95,"2-methoxy-3-methylcyclohexa-2,5-diene-1,4-dione",COC1=C(C)C(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,BVXDGJNEZSLRCV-UHFFFAOYSA-N,-0.44,-0.268,-0.944
96,"2,3-dimethoxycyclohexa-2,5-diene-1,4-dione",COC1=C(OC)C(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,NADHCXOXVRHBHC-UHFFFAOYSA-N,-0.54,-0.218,-0.944
97,"2,5-dimethoxycyclohexa-2,5-diene-1,4-dione",COC1=CC(=O)C(OC)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,RMMPZDDLWLALLJ-UHFFFAOYSA-N,-0.71,-0.43,-1.042
98,"2,6-dimethoxycyclohexa-2,5-diene-1,4-dione",COC1=CC(=O)C=C(OC)C1=O,O=C1C=CC(=O)C=C1,Oxidized,OLBNOBQOQZRLMP-UHFFFAOYSA-N,-0.54,-0.388,-1.042
99,"2,3-dimethoxy-5-methylcyclohexa-2,5-diene-1,4-dione",COC1=C(OC)C(=O)C(C)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,UIXPTCZPFCVOQF-UHFFFAOYSA-N,-0.71,-0.299,-1.01
100,"2,3-dibromo-5,6-dimethoxycyclohexa-2,5-diene-1,4-dione",COC1=C(OC)C(=O)C(Br)=C(Br)C1=O,O=C1C=CC(=O)C=C1,Oxidized,XZFRYZRLHDJATK-UHFFFAOYSA-N,-0.08,0.028,-0.73
101,"2,3-dimethoxy-5,6-dimethylcyclohexa-2,5-diene-1,4-dione",COC1=C(OC)C(=O)C(C)=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,NOYQJVWDVBANHI-UHFFFAOYSA-N,,-0.405,-1.063
102,"2-decyl-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",CCCCCCCCCCC1=C(C)C(=O)C(OC)=C(OC)C1=O,O=C1C=CC(=O)C=C1,Oxidized,VMEGFMNVSYVVOM-UHFFFAOYSA-N,,-0.382,
103,"2,3-dimethoxy-5-methyl-6-(3-methylbut-2-enyl)cyclohexa-2,5-diene-1,4-dione",COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,SOECUQMRSRVZQQ-UHFFFAOYSA-N,,-0.371,
104,,CCCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)C(OC)=C(OC)C1=O,O=C1C=CC(=O)C=C1,Oxidized,LOCDFJJVYRQHIP-UHFFFAOYSA-N,,-0.371,
105,,CCCCCCCCCCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)C(OC)=C(OC)C1=O,O=C1C=CC(=O)C=C1,Oxidized,DKAIGIIDGKQQRC-UHFFFAOYSA-N,,-0.362,
106,,CCCCCCCCCCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)C(N)=C(OC)C1=O,O=C1C=CC(=O)C=C1,Oxidized,QAJKKTXIDCMMKD-UHFFFAOYSA-N,,-0.526,
107,"2-(1-hydroxyethyl)cyclohexa-2,5-diene-1,4-dione",CC(O)C1=CC(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,MFFSFWWLAJYNJA-UHFFFAOYSA-N,-0.07,-0.201,-0.868
108,"methyl 3,6-dioxocyclohexa-1,4-diene-1-carboxylate",COC(=O)C1=CC(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,LSFYMYHEOPWITI-UHFFFAOYSA-N,0.45,0.044,-0.804
109,"methyl 2-(benzenesulfonyl)-3,6-dioxocyclohexa-1,4-diene-1-carboxylate",COC(=O)C1=C(S(=O)(=O)c2ccccc2)C(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,LJHQKUPLXRRRKV-UHFFFAOYSA-N,1.15,0.34,-0.507
